file_id,speaker_name,speaker_party,speech_text,jaar,date,kamer,category,title,document_number,url,meta_url,vergadernummer,speech_text_chunks,speech_text_translated,fallacy_predictions
h-tk-20222023-94-7,De heer Dijk,SP,"Nee, mijn positieve bijdrage is dat we moeten stoppen met het marktdenken en dat we er bij bijvoorbeeld pandemieën voor moeten zorgen dat we zelf invloed hebben op onderzoek naar en ontwikkeling van vaccinaties. Dat wekt veel minder wantrouwen bij mensen. Als er farmaceuten zijn die daar miljardenwinsten op maken terwijl mensen niet meer kunnen rondkomen en nu ook de prijzen zien stijgen … En dat was toen al zo. Toen al waren er mensen uit lage sociaal-economische klassen die de klappen kregen. U noemde ze net ""kwetsbare mensen"". Dat zijn loeisterke mensen! Die vangen namelijk alle klappen al jarenlang op. Ja, maar daar komt wel dat wantrouwen vandaan: als je de overheid niet als bondgenoot ziet maar als tegenstander, een overheid die de belangen dient van grote farmaceuten en niet van mensen die graag willen dat hun kinderen nog wel onderwijs krijgen of wel een laptop hebben om goed onderwijs te kunnen volgen. Daar is niets mee gedaan in die periode.",2022-2023,2023-06-15,tk,handelingen,7 Tweede deelrapport Onderzoeksraad voor Veiligheid inzake de coronacrisis,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-94-7.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-94-7.xml,"nr. 94, item 7","['Nee, mijn positieve bijdrage is dat we moeten stoppen met het marktdenken en dat we er bij bijvoorbeeld pandemieën voor moeten zorgen dat we zelf invloed hebben op onderzoek naar en ontwikkeling van vaccinaties. Dat wekt veel minder wantrouwen bij mensen. Als er farmaceuten zijn die daar miljardenwinsten op maken terwijl mensen niet meer kunnen rondkomen en nu ook de prijzen zien stijgen … En dat was toen al zo. Toen al waren er mensen uit lage sociaal - economische klassen die de klappen kregen. U noemde ze net "" kwetsbare mensen "". Dat zijn loeisterke mensen! Die vangen namelijk alle klappen al jarenlang op. Ja, maar daar komt wel dat wantrouwen vandaan : als je de overheid niet als bondgenoot ziet maar als tegenstander, een overheid die de belangen dient van grote farmaceuten en niet van mensen die graag willen dat hun kinderen nog wel onderwijs krijgen of wel een laptop hebben om goed onderwijs te kunnen volgen. Daar is niets mee gedaan in die periode.']","No, my positive contribution is that we have to stop market thinking and that we have to ensure that we ourselves have an influence on research and development of vaccinations at Pandemias. That arouses much less distrust of people. If there are pharmacists who make billion -dollar profits while people can no longer make ends meet and now also see prices rising ... and that was already the case. Even then there were people from low social - economic classes that got the blows. You just called them ""vulnerable people"". Those are bad people! They have been catching all the blows for years. Yes, but there is that distrust: if you do not see the government as an ally, but as an opponent, a government that serves the interests of major pharmacists and not from people who want their children to still receive education or have a laptop to be able to follow good education. Nothing was done with that in that period.","No, my positive contribution is that we have to stop market thinking and that we have to ensure that we ourselves have an influence on research and development of vaccinations at Pandemias. → Pandemias → Appeal to Authority"
h-tk-20222023-82-11,Staatssecretaris Van Huffelen,,Wij gaan u daar een brief over sturen. Ik zal kijken of we die informatie daarin kunnen verwerken.,2022-2023,2023-05-17,tk,handelingen,11 Bescherming van onlinegegevens,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-82-11.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-82-11.xml,"nr. 82, item 11",['Wij gaan u daar een brief over sturen. Ik zal kijken of we die informatie daarin kunnen verwerken.'],We will send you a letter about that. I will see if we can incorporate that information into it.,No fallacy detected
h-tk-20222023-34-25,De voorzitter,,Ik constateer dat deze motie met algemene stemmen is aangenomen.,2022-2023,2022-12-13,tk,handelingen,25 Stemmingen moties Bestuursafspraak Friese taal en cultuur,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-34-25.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-34-25.xml,"nr. 34, item 25",['Ik constateer dat deze motie met algemene stemmen is aangenomen.'],I note that this motion has been adopted unanimously.,No fallacy detected
h-tk-20222023-15-2,De voorzitter,,Ik kijk heel strak naar de heer Ceder.,2022-2023,2022-10-20,tk,handelingen,2 Begroting Koninkrijksrelaties 2023,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-15-2.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-15-2.xml,"nr. 15, item 2",['Ik kijk heel strak naar de heer Ceder.'],I look very closely at Mr Ceder.,I look very closely at Mr Ceder. → Ceder → False Cause
h-tk-20222023-90-4,Mevrouw Bikker,ChristenUnie,"Dat dat gebeurd is, dat dat op het ministerie zelf niet bevraagd is, en dat er eigenlijk nog steeds in een soort feitenrelaas wordt gezegd ""ja, ja, vanuit die tijd is dat misschien toch wel te begrijpen""; dat kan gewoon niet.",2022-2023,2023-06-07,tk,handelingen,4 Rapport parlementaire enquêtecommissie aardgaswinning Groningen,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-90-4.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-90-4.xml,"nr. 90, item 4","['Dat dat gebeurd is, dat dat op het ministerie zelf niet bevraagd is, en dat er eigenlijk nog steeds in een soort feitenrelaas wordt gezegd "" ja, ja, vanuit die tijd is dat misschien toch wel te begrijpen "" ; dat kan gewoon niet.']","That that happened, that that was not questioned at the ministry itself, and that it is still said in a kind of story that ""yes, yes, that may be understandable from that time""; That is simply not possible.",No fallacy detected
h-tk-20222023-41-3,De voorzitter,,"Afrondend, mevrouw Van den Berg.",2022-2023,2023-01-18,tk,handelingen,3 Verzamelwet VWS 2022,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-41-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-41-3.xml,"nr. 41, item 3","['Afrondend, mevrouw Van den Berg.']","Final, Mrs. Van den Berg.","Final, Mrs. Van den Berg. → Van → False Cause, den → False Cause, Berg → False Cause"
h-tk-20222023-15-11,Minister Kuipers,,"We hebben er laatst ook al bij stilgestaan bij een mondelinge vraag van mevrouw Tielen. De wettelijke mogelijkheden zijn beperkt. Mevrouw Tielen heeft mij toen gevraagd om te komen tot een register op het terrein van kwakzalverij. Zoals ik indertijd al aangaf, is dit een ontzettend breed begrip. Dit gaat van adviezen in de persoonlijke omgeving tot mensen die zich zonder een BIG-registratie voordoen als zorgverlener. We hebben de vorige keer stilgestaan bij dat laatste voorbeeld. Dat is iets waar een inspectie nadrukkelijk naar kan kijken en zo nodig op kan acteren. Maar in de persoonlijke leefomgeving is dat bijvoorbeeld geheel onmogelijk.",2022-2023,2022-10-20,tk,handelingen,"11 Begroting Volksgezondheid, Welzijn en Sport 2023",,https://zoek.officielebekendmakingen.nl/h-tk-20222023-15-11.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-15-11.xml,"nr. 15, item 11","['We hebben er laatst ook al bij stilgestaan bij een mondelinge vraag van mevrouw Tielen. De wettelijke mogelijkheden zijn beperkt. Mevrouw Tielen heeft mij toen gevraagd om te komen tot een register op het terrein van kwakzalverij. Zoals ik indertijd al aangaf, is dit een ontzettend breed begrip. Dit gaat van adviezen in de persoonlijke omgeving tot mensen die zich zonder een BIG - registratie voordoen als zorgverlener. We hebben de vorige keer stilgestaan bij dat laatste voorbeeld. Dat is iets waar een inspectie nadrukkelijk naar kan kijken en zo nodig op kan acteren. Maar in de persoonlijke leefomgeving is dat bijvoorbeeld geheel onmogelijk.']","We recently also thought about it with an oral question from Mrs. Tielen. The legal options are limited. Mrs Tielen then asked me to arrive at a register in the field of quackery. As I indicated at the time, this is a very broad concept. This ranges from advice in the personal environment to people who occur without a BIG registration as a care provider. We considered the latter example the last time. That is something that an inspection can explicitly look at and act on if necessary. But in the personal living environment, for example, that is completely impossible.",We recently also thought about it with an oral question from Mrs. Tielen. → Tielen → False Cause | Mrs Tielen then asked me to arrive at a register in the field of quackery. → Tielen → False Cause
h-tk-20222023-73-7,De heer Bisschop,SGP,"Mevrouw de voorzitter, dank u zeer. We hebben een goed debat gehad over drugspreventie. Daarin heb ik het voorstel gedaan om een internationale campagne te starten over de schadelijke gevolgen van drugsgebruik voor volksgezondheid, milieu en veiligheid. De staatssecretaris heeft toegezegd om daar tezamen met de minister nog voor de zomer op terug te komen. Dat scheelt weer een motie.
Ik heb ook gepleit voor het actief handhaven van het ingezetenencriterium in Nederland om zo het drugsprobleem aan banden te leggen, ter ondersteuning ook van bepaalde lokale initiatieven waarmee gewerkt wordt. Ik moet zeggen dat de beantwoording op dat verzoek helaas enigszins teleurstelde. Vandaar de volgende motie.
De Kamer,
gehoord de beraadslaging,
constaterende dat de regering inzet op het voorkomen en het verminderen van drugsgebruik, omdat het gebruik van drugs nooit zonder risico is voor de gezondheid en bijdraagt aan de instandhouding van een criminele drugsindustrie;
overwegende dat drugstoerisme veel overlast geeft, schadelijk is voor de volksgezondheid en voor het milieu, en zorgt voor een onveiliger Nederland;
verzoekt de regering te bevorderen dat alle gemeenten die coffeeshops binnen hun grondgebied hebben, het ingezetenencriterium in hun beleid opnemen en handhaven,
en gaat over tot de orde van de dag.
Deze motie is voorgesteld door het lid Bisschop.
Zij krijgt nr.",2022-2023,2023-04-12,tk,handelingen,7 Drugspreventie en verslavingszorg,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-73-7.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-73-7.xml,"nr. 73, item 7","['Mevrouw de voorzitter, dank u zeer. We hebben een goed debat gehad over drugspreventie. Daarin heb ik het voorstel gedaan om een internationale campagne te starten over de schadelijke gevolgen van drugsgebruik voor volksgezondheid, milieu en veiligheid. De staatssecretaris heeft toegezegd om daar tezamen met de minister nog voor de zomer op terug te komen. Dat scheelt weer een motie. Ik heb ook gepleit voor het actief handhaven van het ingezetenencriterium in Nederland om zo het drugsprobleem aan banden te leggen, ter ondersteuning ook van bepaalde lokale initiatieven waarmee gewerkt wordt. Ik moet zeggen dat de beantwoording op dat verzoek helaas enigszins teleurstelde. Vandaar de volgende motie. De Kamer, gehoord de beraadslaging, constaterende dat de regering inzet op het voorkomen en het verminderen van drugsgebruik, omdat het gebruik van drugs nooit zonder risico is voor de gezondheid en bijdraagt aan de instandhouding van een criminele drugsindustrie ; overwegende dat drugstoerisme veel overlast geeft, schadelijk is voor de volksgezondheid en voor het milieu, en zorgt voor een onveiliger Nederland ; verzoekt de regering te bevorderen dat alle gemeenten die coffeeshops binnen hun grondgebied hebben, het ingezetenencriterium in hun beleid opnemen en handhaven, en gaat', 'op het voorkomen en het verminderen van drugsgebruik, omdat het gebruik van drugs nooit zonder risico is voor de gezondheid en bijdraagt aan de instandhouding van een criminele drugsindustrie ; overwegende dat drugstoerisme veel overlast geeft, schadelijk is voor de volksgezondheid en voor het milieu, en zorgt voor een onveiliger Nederland ; verzoekt de regering te bevorderen dat alle gemeenten die coffeeshops binnen hun grondgebied hebben, het ingezetenencriterium in hun beleid opnemen en handhaven, en gaat over tot de orde van de dag. Deze motie is voorgesteld door het lid Bisschop. Zij krijgt nr.']","Mrs. the chairman, thank you very much. We had a good debate about drug prevention. In it I made the proposal to start an international campaign about the harmful effects of drug use for public health, environment and safety. The State Secretary has promised to come back to this with the minister before the summer. That saves another motion. I also argued for actively maintaining the resident criterion in the Netherlands in order to restrict the drug problem, also to support certain local initiatives that work. I have to say that the answer to that request unfortunately disappointed somewhat. Hence the next motion. The Chamber, heard the deliberation, noting that the government focuses on preventing and reducing drug use, because the use of drugs is never without risk for health and contributes to the maintenance of a criminal drug industry; Whereas drug tourism causes a lot of nuisance, is harmful to public health and the environment, and ensures a more unsafe Netherlands; Requests the government to promote that all municipalities that have coffee shops within their territory include the resident criterion in their policy and enforce, and goes on preventing and reducing drug use, because the use of drugs is never without risk for health and contributes to the maintenance of a criminal drug industry; Whereas drug tourism causes a lot of nuisance, is harmful to public health and the environment, and ensures a more unsafe Netherlands; Requests the government to promote that all municipalities that have coffee shops within their territory include and maintain the resident criterion in their policy, and proceeds to the order of the day. This motion was proposed by the Member Bisschop. She gets no.","I also argued for actively maintaining the resident criterion in the Netherlands in order to restrict the drug problem, also to support certain local initiatives that work. → Netherlands → Unknown | The Chamber, heard the deliberation, noting that the government focuses on preventing and reducing drug use, because the use of drugs is never without risk for health and contributes to the maintenance of a criminal drug industry; Whereas drug tourism causes a lot of nuisance, is harmful to public health and the environment, and ensures a more unsafe Netherlands; Requests the government to promote that all municipalities that have coffee shops within their territory include the resident criterion in their policy and enforce, and goes on preventing and reducing drug use, because the use of drugs is never without risk for health and contributes to the maintenance of a criminal drug industry; Whereas drug tourism causes a lot of nuisance, is harmful to public health and the environment, and ensures a more unsafe Netherlands; Requests the government to promote that all municipalities that have coffee shops within their territory include and maintain the resident criterion in their policy, and proceeds to the order of the day. → Chamber → Slogans, Netherlands → Unknown, Netherlands → Unknown | This motion was proposed by the Member Bisschop. → Bisschop → False Cause"
h-tk-20222023-84-10,Mevrouw Kuiken,PvdA,"Mijn vraag was: waar baseert mevrouw Bikker op dat er minder waarborgen zouden zijn als je het uit het Wetboek van Strafrecht haalt? Dat kan zij niet. Dat is niet erg. Dan ga ik in op haar eigen vraag. Artikel 300, artikel 45, artikel … Ik ben even het artikelnummer kwijt. 85, ja.",2022-2023,2023-05-24,tk,handelingen,10 Burgerinitiatief Abortus is geen misdaad,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-84-10.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-84-10.xml,"nr. 84, item 10","['Mijn vraag was : waar baseert mevrouw Bikker op dat er minder waarborgen zouden zijn als je het uit het Wetboek van Strafrecht haalt? Dat kan zij niet. Dat is niet erg. Dan ga ik in op haar eigen vraag. Artikel 300, artikel 45, artikel … Ik ben even het artikelnummer kwijt. 85, ja.']","My question was: what bases Mrs Bikker on that there would be fewer guarantees if you get it from the Criminal Code? She can't do that. That's okay. Then I will discuss her own question. Article 300, Article 45, Article ... I just lost the article number. 85, yes.","My question was: what bases Mrs Bikker on that there would be fewer guarantees if you get it from the Criminal Code? → Bikker → False Cause, Criminal → Appeal to Authority, Code → Appeal to Authority"
h-tk-20222023-7-28,Mevrouw Leijten,SP,"Wij steunden vorige week een vergelijkbaar verzoek van de PvdA, en nu ook.",2022-2023,2022-10-04,tk,handelingen,28 Regeling van werkzaamheden,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-7-28.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-7-28.xml,"nr. 7, item 28","['Wij steunden vorige week een vergelijkbaar verzoek van de PvdA, en nu ook.']","We supported a similar request from the PvdA last week, and now too.","We supported a similar request from the PvdA last week, and now too. → PvdA → Slogans"
h-tk-20222023-106-3,Mevrouw Van den Berg,CDA,"Dank u wel, voorzitter. De minister heeft in het begin al wel gezegd dat bijvoorbeeld een bloedtest, een ademtests en een echografie echt veel minder betrouwbaar zijn. Ik kan me voorstellen dat je dan zegt: die keuze wil ik niet. We hebben het nu ook over het volgende. Mevrouw Van der Draaij heeft duidelijk aangegeven dat 73% wel gaat, maar 27% dus niet. Kunnen zij dan niet bijvoorbeeld de keuze krijgen voor een drukmammografie? Wat zijn daar de resultaten van?",2022-2023,2023-09-07,tk,handelingen,3 Burgerinitiatief Bevolkingsonderzoek borstkanker,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-106-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-106-3.xml,"nr. 106, item 3","['Dank u wel, voorzitter. De minister heeft in het begin al wel gezegd dat bijvoorbeeld een bloedtest, een ademtests en een echografie echt veel minder betrouwbaar zijn. Ik kan me voorstellen dat je dan zegt : die keuze wil ik niet. We hebben het nu ook over het volgende. Mevrouw Van der Draaij heeft duidelijk aangegeven dat 73 % wel gaat, maar 27 % dus niet. Kunnen zij dan niet bijvoorbeeld de keuze krijgen voor een drukmammografie? Wat zijn daar de resultaten van?']","Thank you, chairman. In the beginning, the minister said that, for example, a blood test, a breath test and an ultrasound are really less reliable. I can imagine that you say: I don't want that choice. We are now also talking about the following. Mrs. Van der Draaij has clearly indicated that 73 % will go, but therefore 27 % not. Can they not, for example, get the choice for a pressure mammography? What are the results of that?","Mrs. Van der Draaij has clearly indicated that 73 % will go, but therefore 27 % not. → Van → False Cause, der → False Cause, Draaij → False Cause"
h-tk-20222023-94-11,De voorzitter,,"Nee, het is nu nog niet uw laatste vraag.",2022-2023,2023-06-15,tk,handelingen,11 Tweede deelrapport Onderzoeksraad voor Veiligheid inzake de coronacrisis,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-94-11.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-94-11.xml,"nr. 94, item 11","['Nee, het is nu nog niet uw laatste vraag.']","No, it's not your last question yet.",No fallacy detected
h-tk-20222023-4-26,Mevrouw Westerveld,GroenLinks,"Mevrouw Simons heeft natuurlijk wel gelijk: als er één groep is die het meest slachtoffer wordt van geweld, dan is dat de groep van mensen die transgender zijn. De reden dat ik het lastig vind dat we het weer heel lang hebben over dit voorbeeld — ik besef heel goed dat het er door deze interruptie nog langer over gaat — is dat er nu natuurlijk ook geen juridische grondslag is. Iemand kan nu een vrouwenkleedkamer binnenlopen als man. Dat kan nu allemaal al. De reden dat dit soort zaken niet gebeuren, is dat sportverenigingen en sportclubs over het algemeen gedragsregels hebben met elkaar, dat mensen die grensoverschrijdend gedrag vertonen uit een kleedkamer worden gezet, en dat een kleedkamer niet toegankelijk is voor mensen die niet in een bepaald team zitten. De wet die we nu bespreken, verandert dus niets aan de feitelijke situatie die we nu al hebben en die niet tot problemen leidt.",2022-2023,2022-09-27,tk,handelingen,26 Veranderen van de voorwaarden voor wijziging van de vermelding van het geslacht in de akte van geboorte,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-4-26.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-4-26.xml,"nr. 4, item 26","['Mevrouw Simons heeft natuurlijk wel gelijk : als er één groep is die het meest slachtoffer wordt van geweld, dan is dat de groep van mensen die transgender zijn. De reden dat ik het lastig vind dat we het weer heel lang hebben over dit voorbeeld — ik besef heel goed dat het er door deze interruptie nog langer over gaat — is dat er nu natuurlijk ook geen juridische grondslag is. Iemand kan nu een vrouwenkleedkamer binnenlopen als man. Dat kan nu allemaal al. De reden dat dit soort zaken niet gebeuren, is dat sportverenigingen en sportclubs over het algemeen gedragsregels hebben met elkaar, dat mensen die grensoverschrijdend gedrag vertonen uit een kleedkamer worden gezet, en dat een kleedkamer niet toegankelijk is voor mensen die niet in een bepaald team zitten. De wet die we nu bespreken, verandert dus niets aan de feitelijke situatie die we nu al hebben en die niet tot problemen leidt.']","Mrs Simons is of course right: if there is one group that becomes the most victim of violence, then that is the group of people who are transgender. The reason that I find it difficult that we are talking about this example for a long time - I am very realizing that this interruption is about it even longer - is that there is of course no legal basis. Someone can now walk into a women's dressing room as a man. That is all possible now. The reason that these kinds of things do not happen is that sports clubs and sports clubs generally have rules of conduct with each other, that people who show cross -border behavior are set from a dressing room, and that a dressing room is not accessible to people who are not in a certain team. The law that we are now discussing does not change the actual situation that we already have and that does not lead to problems.","Mrs Simons is of course right: if there is one group that becomes the most victim of violence, then that is the group of people who are transgender. → Simons → False Cause"
h-tk-20222023-42-11,De voorzitter,,"Ik constateer dat de leden van de fracties van de SP, GroenLinks, Volt, DENK, de PvdA, de PvdD, D66, de ChristenUnie, de VVD, de SGP, het CDA, JA21, de PVV en Groep Van Haga voor deze motie hebben gestemd en de leden van de fractie van FVD ertegen, zodat zij is aangenomen.",2022-2023,2023-01-19,tk,handelingen,11 Stemmingen moties Raad Buitenlandse Zaken,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-42-11.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-42-11.xml,"nr. 42, item 11","['Ik constateer dat de leden van de fracties van de SP, GroenLinks, Volt, DENK, de PvdA, de PvdD, D66, de ChristenUnie, de VVD, de SGP, het CDA, JA21, de PVV en Groep Van Haga voor deze motie hebben gestemd en de leden van de fractie van FVD ertegen, zodat zij is aangenomen.']","I note that the members of the SP, GroenLinks, Volt, DENK, the PvdA, the PvdD, D66, the ChristenUnie, the VVD, the SGP, the CDA, JA21, the PVV and Group of Haga voted for this motion and the members of the FVD group, so that she is accepted.","I note that the members of the SP, GroenLinks, Volt, DENK, the PvdA, the PvdD, D66, the ChristenUnie, the VVD, the SGP, the CDA, JA21, the PVV and Group of Haga voted for this motion and the members of the FVD group, so that she is accepted. → SP → Slogans, GroenLinks → Slogans, Volt → Slogans, DENK → Slogans, PvdA → Slogans, PvdD → Slogans, D66 → Slogans, ChristenUnie → Slogans, VVD → Slogans, SGP → Slogans, CDA → Slogans, JA21 → Slogans, PVV → Slogans, Group → Slogans, of → Slogans, Haga → Slogans, FVD → Slogans"
h-tk-20222023-64-2,De voorzitter,,"Ik deel aan de Kamer mee dat er geen afmeldingen zijn.
Deze mededeling wordt voor kennisgeving aangenomen.",2022-2023,2023-03-22,tk,handelingen,2 Mededelingen,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-64-2.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-64-2.xml,"nr. 64, item 2",['Ik deel aan de Kamer mee dat er geen afmeldingen zijn. Deze mededeling wordt voor kennisgeving aangenomen.'],I share in the room that there are no cancellations. This notification is adopted for notification.,No fallacy detected
h-tk-20222023-65-10,De heer Peter de Groot,VVD,"Zeker via u, voorzitter. Ik hoor al dat wij het vanavond niet eens worden over de cijfers. In het coalitieakkoord staat dat vaste contracten de norm blijven. Dat zegt iets over waar we vandaan komen en waar we staan. ""Blijven"" betekent dat het er al is en dat het zo moet blijven. Dat is de exacte verwoording zoals het in het coalitieakkoord is opgenomen. Waarom? Omdat het niet 73% van de contracten is die flexibel zijn. Als je naar de 3,5 miljoen huurwoningen in Nederland kijkt, waar corporatiewoningen ook in zitten, dan zijn de contracten die in Nederland toegepast worden — ik ga helemaal niet meer met getallen gooien, want dat heeft niet zo veel zin — ruimschoots gewoon vaste contracten. Dat zou ik graag willen teruggeven.",2022-2023,2023-03-23,tk,handelingen,10 Wet vaste huurcontracten,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-65-10.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-65-10.xml,"nr. 65, item 10","['Zeker via u, voorzitter. Ik hoor al dat wij het vanavond niet eens worden over de cijfers. In het coalitieakkoord staat dat vaste contracten de norm blijven. Dat zegt iets over waar we vandaan komen en waar we staan. "" Blijven "" betekent dat het er al is en dat het zo moet blijven. Dat is de exacte verwoording zoals het in het coalitieakkoord is opgenomen. Waarom? Omdat het niet 73 % van de contracten is die flexibel zijn. Als je naar de 3, 5 miljoen huurwoningen in Nederland kijkt, waar corporatiewoningen ook in zitten, dan zijn de contracten die in Nederland toegepast worden — ik ga helemaal niet meer met getallen gooien, want dat heeft niet zo veel zin — ruimschoots gewoon vaste contracten. Dat zou ik graag willen teruggeven.']","Certainly through you, chairman. I already hear that tonight we won't agree on the numbers. The coalition agreement states that permanent contracts remain the standard. That says something about where we come from and where we stand. ""Staying"" means that it is already there and that it must stay that way. That is the exact wording as it is included in the coalition agreement. Why? Because it is not 73 % of the contracts that are flexible. If you look at the 3, 5 million rental homes in the Netherlands, where corporation homes are also in, then the contracts that are applied in the Netherlands are no longer throwing numbers, because that is not so much - just as much permanent contracts. I would like to give that back.","If you look at the 3, 5 million rental homes in the Netherlands, where corporation homes are also in, then the contracts that are applied in the Netherlands are no longer throwing numbers, because that is not so much - just as much permanent contracts. → Netherlands → Unknown, Netherlands → Unknown"
h-tk-20222023-56-8,Mevrouw Van der Plas,BBB,"Ja, u wil van de minister de argumenten horen. Maar kijk hier achter ons: daar zitten heel veel mensen die rechtstreeks betrokken zijn. Mevrouw Van den Berg heeft ook met hen gesproken. Zij hebben al argumenten gegeven om eventueel drie centra open te laten. Alle vier de centra hebben hun argumenten gegeven. Maar die argumenten hebben mevrouw Van den Berg kennelijk nog niet overtuigd. Daar heeft zij de minister nog even voor nodig. Wat is er gebeurd met die argumenten, dat u die zo betwijfelt dat de miníster de doorslag geeft? Volgens moeten de mensen die met de poten in de klei staan, die het werk doen en die de praktijk kennen, al de argumenten hebben gegeven aan de partijen om te kiezen voor in ieder geval drie.",2022-2023,2023-02-22,tk,handelingen,8 Besluit tot sluiten van kinderhartcentra,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-56-8.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-56-8.xml,"nr. 56, item 8","['Ja, u wil van de minister de argumenten horen. Maar kijk hier achter ons : daar zitten heel veel mensen die rechtstreeks betrokken zijn. Mevrouw Van den Berg heeft ook met hen gesproken. Zij hebben al argumenten gegeven om eventueel drie centra open te laten. Alle vier de centra hebben hun argumenten gegeven. Maar die argumenten hebben mevrouw Van den Berg kennelijk nog niet overtuigd. Daar heeft zij de minister nog even voor nodig. Wat is er gebeurd met die argumenten, dat u die zo betwijfelt dat de miníster de doorslag geeft? Volgens moeten de mensen die met de poten in de klei staan, die het werk doen en die de praktijk kennen, al de argumenten hebben gegeven aan de partijen om te kiezen voor in ieder geval drie.']","Yes, you want to hear the arguments from the minister. But look behind us here: there are a lot of people who are directly involved. Mrs. Van den Berg also spoke with them. They have already given arguments to possibly leave three centers open. All four centers have given their arguments. But Mrs Van den Berg apparently has not yet convinced those arguments. She needs the minister for that. What happened to those arguments, that you doubt them so that the minister is the deciding factor? According to the people who stand with their legs in the clay, who do the work and who know the practice, have given all the arguments to the parties to choose at least three.","Mrs. Van den Berg also spoke with them. → Van → False Cause, den → False Cause, Berg → False Cause | But Mrs Van den Berg apparently has not yet convinced those arguments. → Van → False Cause, den → False Cause, Berg → False Cause"
h-tk-20222023-47-12,Minister Rutte,,"Dan kom ik bij de moties. Ik heb één motie te behandelen, de eerste motie van mevrouw Agema. Die wil ik met verwijzing naar het debat ontraden.",2022-2023,2023-02-01,tk,handelingen,12 Eerste deelrapport Onderzoeksraad voor Veiligheid inzake de coronacrisis,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-47-12.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-47-12.xml,"nr. 47, item 12","['Dan kom ik bij de moties. Ik heb één motie te behandelen, de eerste motie van mevrouw Agema. Die wil ik met verwijzing naar het debat ontraden.']","Then I come to the motions. I have one motion to treat, Mrs Agema's first motion. I want to discourage it with reference to the debate.","I have one motion to treat, Mrs Agema's first motion. → Agema → False Cause"
h-tk-20222023-4-21,De heer Van Baarle,DENK,Steun voor het verzoek.,2022-2023,2022-09-27,tk,handelingen,21 Regeling van werkzaamheden,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-4-21.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-4-21.xml,"nr. 4, item 21",['Steun voor het verzoek.'],Support for the request.,No fallacy detected
h-tk-20222023-71-13,De voorzitter,,De vraag is helder. Meneer Bevers.,2022-2023,2023-04-06,tk,handelingen,13 Gevolgen van het tekort op de arbeidsmarkt in de verpleeghuizen,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-71-13.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-71-13.xml,"nr. 71, item 13",['De vraag is helder. Meneer Bevers.'],The question is clear. Mr. Bevers.,Mr. Bevers. → Bevers → False Cause
h-tk-20222023-37-24,Mevrouw Den Haan,Fractie Den Haan,"Steun, voorzitter.",2022-2023,2022-12-20,tk,handelingen,24 Regeling van werkzaamheden,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-37-24.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-37-24.xml,"nr. 37, item 24","['Steun, voorzitter.']","Support, chairman.",No fallacy detected
