Label,Speech
Ad Hominem,"Als we 400.000 wanhopige, hopeloze, weerloze Amerikanen met een handicap - verward en niet in staat om zichzelf te verdedigen - op straat zetten, zoals we dat 4 jaar lang hebben gedaan, dan denk ik niet dat dat is waar Amerika voor staat. Amerika is een eerlijke samenleving en het is niet juist dat vice-president Bush minder belasting betaalt dan de conciërge die hem helpt. Ik denk dat er een fundamentele rechtvaardigheid in ons belastingsysteem moet worden bereikt."
Ad Hominem,"Hé, Joe, je bent rijk, gefeliciteerd, want wat Joe wilde doen was het bedrijf kopen waar hij 10-12 uur per dag, zeven dagen per week voor werkt, en jij zei dat je de rijkdom wilde spreiden, maar -- met andere woorden, neem Joe's geld en beslis dan zelf wat je ermee doet. Nu, Joe, je bent rijk, gefeliciteerd, en je zal dan in de categorie vallen waar je een boete zal moeten betalen als je geen ziektekostenverzekering aanbiedt die senator Obama je oplegt, niet het soort waarvan jij denkt dat het het beste is voor je familie, je kinderen, je werknemers, maar het soort dat hij je oplegt. Dat is grote overheid op zijn best."
Ad Hominem,"Maar ik vind dat de volgende regering moet werken aan een evenwichtige begroting, en dat zou ook mijn bedoeling zijn. Mr. Nixon geeft mijn cijfers voortdurend verkeerd weer, wat natuurlijk zijn goed recht is, maar het feit is: hier is waar ik sta en ik wil het gewoon publiekelijk bekend maken. Senator Kennedy heeft vanavond in dit programma meerdere malen aangegeven dat ik zijn staat van dienst en zijn cijfers verkeerd heb weergegeven."
Ad Hominem,"En hij bezuinigde 60 miljard dollar extra op defensie, waardoor veel mensen werkloos werden. Hij heeft het over een kleinere overheid. Er zijn eigenlijk meer mensen in de regering behalve mensen in defensiegerelateerde banen. Die zijn weg. De overheid is groter dan toen president Kennedy er nog was, ook al zegt hij van niet. Daarnaast heeft het Republikeinse Congres 53 miljard dollar bezuinigd."
Ad Hominem,"Hij heeft nooit zijn excuses aangeboden aan de heer en mevrouw Khan, de Gold Star-familie wiens zoon, kapitein Khan, stierf tijdens zijn dienst in Irak. En Donald beledigde en viel hen wekenlang aan vanwege hun religie. Hij heeft nooit zijn excuses aangeboden aan de eminente federale rechter die geboren is in Indiana, maar Donald zei dat hij niet vertrouwd kon worden als rechter omdat zijn ouders, ik citeer, ""Mexicaans"" waren. Hij heeft nooit zijn excuses aangeboden aan de verslaggever die hij nadeed en bespotte op de nationale televisie terwijl onze kinderen toekeken."
Ad Hominem,"Ze begonnen vanaf de dag dat ik won, en zelfs voordat ik won. Vanaf de dag dat ik met onze first lady de roltrap afkwam, waren ze een ramp. Ze waren een schande voor ons land en we hebben ze gepakt."
Ad Hominem,"Hij is de president een verontschuldiging schuldig, hij is ons land een verontschuldiging schuldig en hij moet verantwoordelijkheid nemen voor zijn daden en zijn woorden. Nou, je bent de president een verontschuldiging schuldig, want zoals je heel goed weet, is jouw campagne, Sidney Blumenthal - hij is nog een echte winnaar die je hebt - degene die dit in gang heeft gezet, samen met je campagnemanager, en ze waren nog maar twee weken geleden op televisie, zij, en zeiden precies dat. Dus je bent hem echt een verontschuldiging schuldig. Jij bent degene die de foto's rondstuurde in je campagne, de foto's rondstuurde met president Obama in een bepaald gewaad."
Ad Hominem,"Nou, je deed het niet erg goed bij de Mexicaanse griep. H1-N1, je was een ramp. Uw eigen stafchef zei dat u een ramp was. 14.000 mensen stierven, geen 200.000. Een veel minder dodelijke ziekte, trouwens."
Ad Hominem,"We moeten er iets aan doen. En ik denk dat je een zekere arrogantie krijgt, bureaucratische arrogantie, als mensen daar te lang blijven. Daarom ben ik een groot voorstander van termijnbeperkingen."
Ad Hominem,Ze heeft het uithoudingsvermogen niet. Ik zei dat ze het uithoudingsvermogen niet heeft. En ik geloof niet dat ze het uithoudingsvermogen heeft.
Ad Hominem,"Maar dat kan niet verhullen dat er vandaag de dag acht miljoen mannen en vrouwen zonder werk zitten in Amerika, en twee miljoen daarvan verloren hun baan in slechts de laatste paar maanden. Mr. Carter had ook beloofd dat hij werkloosheid niet zou gebruiken als middel om de inflatie te bestrijden. En toch zei hij in zijn economische boodschap van 1980 dat we de productiviteit en het bruto nationaal product zouden verlagen en de werkloosheid zouden verhogen om de inflatie onder controle te krijgen, want in januari, aan het begin van het jaar, was die meer dan 18%. Sindsdien heeft hij de mensen de schuld gegeven van de inflatie, de OPEC, het Federal Reserve systeem, het gebrek aan productiviteit van het Amerikaanse volk, de mensen ervan beschuldigd dat ze te goed leven en dat we moeten delen in de schaarste, dat we moeten opofferen en eraan moeten wennen om het met minder te doen."
Ad Hominem,"OK? En ze loog. Maar ze heeft over veel dingen gelogen. Ik zou een president zijn voor alle mensen, Afro-Amerikanen, de binnensteden."
Ad Hominem,"Je moet Wall Street niet ter sprake brengen. Omdat jij degene bent die het geld aanneemt van Wall Street, niet ik. Ik kan je platen wegblazen alsof je het niet gelooft."
Ad Hominem,De grote farmaceutische bedrijven steunen het voorstel van gouverneur Bush over medicijnen op recept. Ze zijn tegen het mijne omdat ze Medicare er niet bij willen betrekken omdat ze bang zijn dat Medicare lagere prijzen zal bedingen voor senioren die momenteel de hoogste prijzen van allemaal betalen. Ik ben in opstand gekomen tegen het grote Hollywood en de grote advocaten.
Ad Hominem,"Wat betekent dit in het echte leven? Nou, onlangs maakte vicepresident Bush zijn belastingaangifte bekend aan het Amerikaanse volk. Hij is een van de rijkste Amerikanen en hij is onze vicepresident. Ik denk dat hij in 1981 ongeveer 40% belasting betaalde. In 1983 betaalde hij als gevolg van deze belastingvoordelen iets meer dan 12 procent, 12,8 procent aan belastingen. Dat betekent dat hij minder belasting betaalde dan de conciërge die zijn kantoor schoonmaakt of de chauffeur die hem naar zijn werk brengt. Ik denk dat we wat eerlijkheid nodig hebben."
Ad Hominem,"En een deel van dat leiderschap is het sturen van de juiste boodschap naar plaatsen als Noord-Korea. Op dit moment geeft de president honderden miljoenen dollars uit aan onderzoek naar bunker-brekende kernwapens. De Verenigde Staten streeft naar een nieuwe reeks kernwapens. Het is niet logisch. Je hebt het over gemengde boodschappen. We zeggen tegen andere mensen: ""Je mag geen kernwapens hebben"", maar we streven naar een nieuw kernwapen dat we misschien zelfs overwegen te gebruiken. Niet deze president."
Ad Hominem,"En toch is diezelfde commissie waarvan ik voorzitter ben, gehandicapt door het feit dat we niet over voldoende fondsen, bevoegdheden en personeel beschikten. In de speciale sessie van het Congres en ook in de sessie die eraan voorafging, werd het Democratische Congres - waarin er een twee-tegen-een Democratische meerderheid is - door de president gevraagd om ons de fondsen en de bevoegdheden te geven om ons werk te doen en ze deden helemaal niets. En in de speciale sessie waarin senator Kennedy de signalen afgaf, samen met senator Johnson, wezen ze het af en hij stemde zelf tegen het geven van de bevoegdheden ondanks het feit dat het wetsvoorstel al eerder was behandeld, dat er al hoorzittingen over waren geweest en het Congres al wist wat het voor zich had liggen. Alles wat ik kan zeggen is dit: wat we hier nodig hebben zijn niet alleen hoge verwachtingen."
No Ad Hominem,En daarom denk ik dat we heel duidelijk moeten maken dat de heer Nixon en ik het niet met elkaar eens zijn.
No Ad Hominem,Maar ik legde ook een zeer strikte reeks dingen vast die we moesten doen om vanuit een sterke positie verder te gaan.
No Ad Hominem,  Ik zou iemand kiezen die zijn persoonlijke mening niet in de weg laat staan van de wet.
No Ad Hominem,"Natuurlijk hebben we met onze bondgenoten overlegd voordat we Saddam Hoessein bombardeerden, maar soms moeten de Verenigde Staten unilaterale actie ondernemen als onze belangen op het spel staan."
No Ad Hominem,"Dat kunnen we ons de komende acht jaar niet veroorloven en senator Obama, met de Democraten aan het hoofd van het Congres, heeft het alleen maar erger gemaakt."
No Ad Hominem,"En dat is een van de redenen waarom ik al eerder heb gezegd, en ik beloof hier vanavond, dat als ik president ben, het allereerste wetsvoorstel dat Joe Lieberman en ik naar het Amerikaanse Congres zullen sturen, het McCain-Feingold wetsvoorstel voor hervorming van de campagnefinanciering is."
No Ad Hominem,"Senator Kennedy heeft de verantwoordelijkheid om kritiek te leveren op dingen die verkeerd zijn, maar hij heeft ook de verantwoordelijkheid om gelijk te hebben in zijn kritiek."
No Ad Hominem,De grootste dreiging is extern en zal blijven.
No Ad Hominem,"En ik vermoed, gezien zijn staat van dienst, dat hij de belastingen gaat verhogen."
No Ad Hominem,"Misschien is het nu beter om gewoon samen te komen, te gaan zitten en te praten."
No Ad Hominem,En -- en de -- en de verklaring van de president over mijn beleid is volledig en totaal verkeerd.
No Ad Hominem,"Hoe kun je opperbevelhebber van de strijdkrachten zijn en een kind hebben dat zegt -- wanneer je een moeilijke beslissing moet nemen, zoals ik deed in Panama of Koeweit en dan een kind dat opspringt en zegt, ""Nou, ik ga niet."
No Ad Hominem,"Maar waar ik niet voor ben, waar ik niet voor ben, is het meten op de manier waarop het Democratische Congres dat doet."
No Ad Hominem,Maar we zullen zeker geen vrede krijgen door toe te geven en bij voorbaat aan te geven dat we niet gaan verdedigen wat een symbool van vrijheid is geworden.
No Ad Hominem,Hij had 16 andere resoluties en er vond niets plaats.
No Ad Hominem,Ik denk dat economie een van de belangrijkste onderdelen van dit probleem is.
No Ad Hominem,En ik denk dat de cijfers die hij heeft gegeven gewoon niet standhouden.
No Ad Hominem,De meeste mensen werken harder voor minder geld dan tien jaar geleden.
No Ad Hominem,En ik denk niet dat we alle feiten kennen voordat we beslissingen nemen.
No Ad Hominem,"We zouden hen moeten helpen scholen te bouwen om te concurreren om die harten en geesten van de mensen in de regio, zodat we daadwerkelijk in staat zijn het terrorisme aan te pakken."
No Ad Hominem,"En als die rijke bedrijven die belasting niet betalen, betaalt de gemiddelde Amerikaanse belastingbetaler het voor hen."
No Ad Hominem,Het broeikaseffect is een belangrijk milieuprobleem.
No Ad Hominem,"Senator McCain sneed - Senator McCain was tegen het financieren van troepen in wetgeving met een tijdschema, omdat hij niet geloofde in een tijdschema."
No Ad Hominem,"Want jullie zijn degenen die het het moeilijkst hebben om belastingen te betalen, het moeilijkst om de eindjes aan elkaar te knopen."
No Ad Hominem,"En het belangrijkste is dat we kleine bedrijven een belastingkrediet van 50 procent geven, zodat ze, nadat we de kosten van de gezondheidszorg hebben verlaagd, ook lagere kosten krijgen, of ze nu zelfstandige of een klein bedrijf zijn, om hun werknemers te kunnen dekken."
No Ad Hominem,"Zelfs president Nixon, omdat hij tenminste een sterke leider was, werkte heel goed samen met een Democratisch Congres."
No Ad Hominem,Ik heb nog nooit leden van een partij buitengesloten zien worden van vergaderingen zoals nu.
No Ad Hominem,"Ik was zo trots op onze president voor de manier waarop hij dat aanpakte, en het resultaat is tot nu toe uitstekend."
No Ad Hominem,Dus ik denk dat de persoonlijke verhalen in sommige opzichten verrassend veel op elkaar lijken.
No Ad Hominem,Chroesjtsjov is in New York en hij handhaaft het communistische offensief over de hele wereld vanwege de productieve kracht van de Sovjet-Unie zelf.
No Ad Hominem,En dat moest ik er gewoon in verwerken.
No Ad Hominem,En terugkijkend zei ze dat het een vergissing was.
No Ad Hominem,Ik ben hier vanavond voor deze jonge mensen op het balkon van dit college.
No Ad Hominem,Ik wil voor eens en altijd iets doen aan Medicare.
No Ad Hominem,"En elke dag die voorbij gaat, zien we de resultaten van het regime van Assad in samenwerking met de Iraniërs op de grond, de Russen in de lucht, het bombarderen van plaatsen, in het bijzonder Aleppo, waar er honderdduizenden mensen zijn, waarschijnlijk nog ongeveer 250.000 over."
No Ad Hominem,"Dit zijn mensen die zichzelf elke dag, elke week en elke maand geven."
No Ad Hominem,"En het is niet alleen Amerika, maar de NAVO helpt nu, Jordanië helpt met het opleiden van politie, de VAE helpt met het opleiden van politie."
No Ad Hominem,"En er zijn 1,4 miljoen banen in de verwerkende industrie verloren gegaan door het beleid van jou en George Bush."
No Ad Hominem,"Hij heeft gevraagd om 932 miljoen dollar aan earmark pork-barrel uitgaven, bijna een miljoen dollar voor elke dag dat hij in de Senaat van de Verenigde Staten zit."
No Ad Hominem,We verkopen voor het eerst Japanse rijst uit Californië.
No Ad Hominem,En dat zijn vier manieren om de kosten in de gezondheidszorg onder controle te houden.
No Ad Hominem,Maar het is heel belangrijk om dit in de juiste context te plaatsen.
No Ad Hominem,Dit omvat geen extra controle op onnodige uitgaven of het verwijderen van verouderde of obsolete programma's.
No Ad Hominem,"Hij moet niet in een categorie worden geplaatst van 47 procent die geen belasting betaalt, terwijl hij aan het vechten was en geen belasting hoefde te betalen en op de een of andere manier geen verantwoordelijkheid nam."
No Ad Hominem,En ik wil zo snel mogelijk na 20 januari een hemisferische top bijeenroepen om die oorlog uit te vechten.
No Ad Hominem,Daarom willen we niet minder mensen naar de...
No Ad Hominem,"Twee weken geleden was er een vergadering van de Noord-Atlantische Raad, de politieke tak van de NAVO."
No Ad Hominem,"Maar als onze nationale veiligheid op het spel staat, als we bondgenoten hebben, als we alle andere mogelijkheden hebben geprobeerd, als we er zeker van zijn dat militaire actie zal slagen en als de kosten in verhouding staan tot de baten, dan moeten we betrokken raken."
No Ad Hominem,Ik zei dat we gaan inzetten op Amerikaanse arbeiders en de Amerikaanse auto-industrie en die is weer helemaal terug.
No Ad Hominem,Minder waterklachten sinds ik voorzitter ben.
